source,lien,sujet,prédicat,objet,Complément,De (date),À (date),Column,Column2,Column3,Column4,Co-auteur(s),Compléments,Remarques
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,est,noble,,,,,,,,,,
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,origine,hennuyère,,,,,,,,,,
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,frère,4,aîné mort très jeune,,,,,,,,,
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,frère,René,"officier aux Guides, officier en Egypte, etc.",,,,,,,,,
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,frère,Maurice,"Monseigneur, protonotaire apostolique, vicaire général du cardinal Bourne, archevêque de Westminster",,,,,,,,,
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,frère,Edmond,"secrétaire de Léopold II, directeur de la Société Générale, Grand Maréchal de la Cour du roi Baudouin",,,,,,,,,
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,neveu de,Hassan Carton de Wiart,chargé de mission aux Indes Néerlandaises sous Léopold Ier,,,,,,,,,
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,neveu de,Adrien Carton de Wiart,co-fondateur sous Léopold Ier de la Compagnie belge de Colonisation,,,,,,,,,
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,cousin,?,bâtonnier de l'Ordre des Avocats au Caire,,,,,,,,,par déduction il s'agit de Leon Constant Ghislain Carton de Wiart
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,,Sir Adrien Carton de Wiart,"aide de camp du roi George V, s'illsutra en 1920 durant campagne de Pologne contre les Bolcheviks + 1940 en Norvège contre les Allemands",,,,,,,,,
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,a étudié à,Collège des Jésuites d'Alost,,,,,,,,,,
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,a étudié à,,,,,,,,,,,
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,,,,,,,,,,,,
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,,,,,,,,,,,,
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,,,,,,,,,,,,
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,,,,,,,,,,,,
PDF Biographie nationale,PDF Biographie nationale,Henry Carton de Wiart,,,,,,,,,,,,
