remarques,source,sujet,prédicat_Anne,prédicats_rdf,prédicats_Wikidata,cat_Anne,Catégories,objet,Complément,De (date),À (date),Column2,Column3,Column4,Co-auteur(s),Compléments,Remarques,lien
,PDF Biographie nationale,,membre de,membre ,https://www.wikidata.org/wiki/Property:P463,,,Académie de Montpellier,,,,,,,,,,
,PDF Biographie nationale,,membre de,membre,https://www.wikidata.org/wiki/Property:P463,,,Académie de Rouen,,,,,,,,,,
,PDF Biographie nationale,,membre de,membre,https://www.wikidata.org/wiki/Property:P463,,,Académie de Toulouse,,,,,,,,,,
,PDF Biographie nationale,,membre de,membre,https://www.wikidata.org/wiki/Property:P463,,,Académie de Naples,,,,,,,,,,
,PDF Biographie nationale,,membre de,membre,https://www.wikidata.org/wiki/Property:P463,,,Académie de Coimbre (? illisible),,,,,,,,,,
,PDF Biographie nationale,,titre honorifique,http://schema.org/award,https://www.wikidata.org/wiki/Property:P166,,,docteur honoris causa Université de Louvain,,,,,,,,,,
,PDF Biographie nationale,,titre honorifique,http://schema.org/award,https://www.wikidata.org/wiki/Property:P166,,,docteur honoris causa Université de Strasbourg,,,,,,,,,,
,PDF Biographie nationale,,membre,membre,https://www.wikidata.org/wiki/Property:P39,,,président de l'Association internationale de Droit pénal,,,,,,,,,,
,PDF Biographie nationale,,fonction politique,fonction politique,?,,,associé au gouvernement de Pierlot ,cf. p. 174,13/05/1940,,,,,,,,
,PDF Biographie nationale,,membre,membre,https://www.wikidata.org/wiki/Property:P102,,,parti catholique,,,,,,,,,,
,PDF Biographie nationale,,exilé,exilé,exilé,,,Havre,avec ministres,,,,,,,,,
,PDF Biographie nationale,,exilé,exilé,exilé,,,Poitiers,avec gouvernement belge,,,,,,,,,
? ...,PDF Biographie nationale,,fonction politique,fonction politique,?,,,participe réunion des parlementaires belges à Limoges,27.05.1940,,,,,,,,,
,PDF Biographie nationale,,militant/partisan,militant,militant,,,participation active à la Question royale,plaide la cause du Roi dans de nombreux meetings,après la Libération,,,,,,,,
,PDF Biographie nationale,,fonction politique,fonction politique,https://www.wikidata.org/wiki/Property:P39,,,membre,gouvernement Duvieusart,,,,,,,,,
,PDF Biographie nationale,,fonction politique,fonction politique,https://www.wikidata.org/wiki/Property:P39,,,ministre de la Justice,gouvernement Duvieusart,04/06/1950,11/08/1950,,,,,,,
?,PDF Biographie nationale,,fonction politique,fonction politique,?,,,participe à la demande de délégation des pouvoirs royaux au prince Baudouin,,août 1950,,,,,,,,
,PDF Biographie nationale,,mort le,http://dbpedia.org/ontology/deathDate,https://www.wikidata.org/prop/direct/P570,,,06/05/1951,,,,,,,,,,
,PDF Biographie nationale,,mort à ,http://dbpedia.org/ontology/deathPlace,https://www.wikidata.org/prop/direct/P20,,,Uccle,Clinique des Deux Alice,,,,,,,,,
,PDF Biographie nationale,,titre honorifique,http://schema.org/award,https://www.wikidata.org/wiki/Property:P166,,,Grand Cordon de l'Ordre de Léopold,,,,,,,,,,
,PDF Biographie nationale,,titre honorifique,http://schema.org/award,https://www.wikidata.org/wiki/Property:P166,,,Grand Cordon des Saints Maurice et Lazare,,,,,,,,,,
,PDF Biographie nationale,,titre honorifique,http://schema.org/award,https://www.wikidata.org/wiki/Property:P166,,,Grande Croix de la Légion d'Honneur,,,,,,,,,,
,PDF Biographie nationale,,créateur ,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,,,Les Contes hétéroclites,,1892,,,,,,,,
,PDF Biographie nationale,,créateur ,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,,,La Cité ardente,,1905,,,,,,,,
,PDF Biographie nationale,,créateur ,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,,,Terres de Débat,,1941,,,,,,,,
,PDF Biographie nationale,,créateur ,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,,,Les Vertus bourgeoises,,1910,,,,,,,,
!,PDF Biographie nationale,,créateur ,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,,,Les Cariatides,édition saisie par l'occupant germanique,1940,1945,,,,,,,
,PDF Biographie nationale,,créateur ,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,,,Bourrasque 48,,1945,,,,,,,,
,PDF Biographie nationale,,créateur ,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,,,Bernaaert et son temps,,1945,,,,,,,,
,PDF Biographie nationale,,créateur ,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,,,Marguerite d'Autriche,,1935,,,,,,,,
,PDF Biographie nationale,,fondateur,fondateur,https://www.wikidata.org/wiki/Property:P170,,,Prix littéraire Carton de Wiart,"remis tous les 10 ans par l'Académie royale de langue et de littérature françaises, mise en lumière histoire nationale belge",,,,,,,,,
,PDF Biographie nationale,,créateur ,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,,,Les Chroniques de la guerre froide,,1950,,,,,,,,
,PDF Biographie nationale,,créateur ,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,,,Souvenirs politiques,2 tomes,1947,1981,,,,,,,
,PDF Biographie nationale,,créateur ,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,,,Mes Vacances au Congo,,1923,,,,,,,,
,PDF Biographie nationale,,créateur ,http://schema.org/creator,https://www.wikidata.org/wiki/Property:P170,,,Mes Vacances au Brésil,,1928,,,,,,,,
"ici on parle de l'humour caractéristique de HCDW, son style, etc. ce qui ne transparaît pas du tout dans des triplets. Idem pour son style politique, sa prestance, son charisme, etc.",PDF Biographie nationale,,créateur ,?,?,,,travaux de sociologie ,?,,,,,,,,,
