origin,lien,s_human,p_human,o_human,p_category,separation,s_original,p_original,o_original
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,National  Library of  Ireland authority  ID,"""vtls000394816"" .",IDENTIFIANT,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P1946,"""vtls000394816"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Category:Henri Carton de Wiart,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://commons.wikimedia.org/wiki/Category:Henri_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Auteur:Henry Carton de Wiart,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://fr.wikisource.org/wiki/Auteur:Henry_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henri Carton de Wiart,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://de.wikipedia.org/wiki/Henri_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://fr.wikipedia.org/wiki/Henry_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,"Картон де Виар, Анри",concerne,Henry Carton de Wiart,IDENTIFIANT,,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D1%82%D0%BE%D0%BD_%D0%B4%D0%B5_%D0%92%D0%B8%D0%B0%D1%80,_%D0%90%D0%BD%D1%80%D0%B8",http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://it.wikipedia.org/wiki/Henry_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,アンリ・カルトン・ドゥ・ヴィアール,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%B3%E3%83%AA%E3%83%BB%E3%82%AB%E3%83%AB%E3%83%88%E3%83%B3%E3%83%BB%E3%83%89%E3%82%A5%E3%83%BB%E3%83%B4%E3%82%A3%E3%82%A2%E3%83%BC%E3%83%AB,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henri Carton de Wiart,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://nl.wikipedia.org/wiki/Henri_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henri Carton de Wiart,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://pt.wikipedia.org/wiki/Henri_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,亨利·卡尔东·德维亚尔,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://zh.wikipedia.org/wiki/%E4%BA%A8%E5%88%A9%C2%B7%E5%8D%A1%E5%B0%94%E4%B8%9C%C2%B7%E5%BE%B7%E7%BB%B4%E4%BA%9A%E5%B0%94,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henri Carton de Wiart,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://sv.wikipedia.org/wiki/Henri_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henri Carton de Wiart,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://tr.wikipedia.org/wiki/Henri_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henri Carton de Wiart,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://hu.wikipedia.org/wiki/Henri_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Анрі Картон де Віарт,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://uk.wikipedia.org/wiki/%D0%90%D0%BD%D1%80%D1%96_%D0%9A%D0%B0%D1%80%D1%82%D0%BE%D0%BD_%D0%B4%D0%B5_%D0%92%D1%96%D0%B0%D1%80%D1%82,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henricus Carton de Wiart,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://la.wikipedia.org/wiki/Henricus_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://mg.wikipedia.org/wiki/Henry_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,concerne,Henry Carton de Wiart,IDENTIFIANT,,https://en.wikipedia.org/wiki/Henry_Carton_de_Wiart,http://schema.org/about,http://www.wikidata.org/entity/Q14990
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,est un,NaturalPerson,CATEGORISATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,est un,Agent,CATEGORISATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,est un,Person,CATEGORISATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,est un,Person,CATEGORISATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://schema.org/Person
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,est un,être humain,CATEGORISATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.wikidata.org/entity/Q5
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,est un,personne,CATEGORISATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.wikidata.org/entity/Q215627
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,est un,Agent,CATEGORISATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Agent
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,est un,Thing,CATEGORISATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Thing
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,est un,Person,CATEGORISATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://dbpedia.org/ontology/Person
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henri Carton de Wiart,APPELLATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henri Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,亨利·卡尔东·德维亚尔,APPELLATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,亨利·卡尔东·德维亚尔
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henri Carton de Wiart,APPELLATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henri Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,"Картон де Виар, Анри",APPELLATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"Картон де Виар, Анри"
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henri Carton de Wiart,APPELLATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henri Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Анрі Картон де Віарт,APPELLATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Анрі Картон де Віарт
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henri Carton de Wiart,APPELLATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henri Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henry Carton de Wiart,APPELLATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henry Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henri Carton de Wiart,APPELLATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henri Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henry Carton de Wiart,APPELLATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henry Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henri Carton de Wiart,APPELLATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henri Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,アンリ・カルトン・ドゥ・ヴィアール,APPELLATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,アンリ・カルトン・ドゥ・ヴィアール
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,label,Henri Carton de Wiart,APPELLATION,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#label,Henri Carton de Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,voir aussi,a11275418,IDENTIFIANT,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://cantic.bnc.cat/registres/CUCId/a11275418
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,voir aussi,0000_0001_0798_0513,IDENTIFIANT,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://isni.org/isni/0000_0001_0798_0513
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,voir aussi,nla.party-1488935,IDENTIFIANT,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://nla.gov.au/nla.party-1488935
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,voir aussi,Category:Henri_Carton_de_Wiart,IDENTIFIANT,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#seeAlso,https://commons.wikimedia.org/wiki/Category:Henri_Carton_de_Wiart
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,voir aussi,XX936136,IDENTIFIANT,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://datos.bne.es/resource/XX936136
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,voir aussi,PUBLIC,IDENTIFIANT,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://catalogue.bnf.fr/ark:/12148/cb120628351/PUBLIC
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,voir aussi,PPN?PPN=069021724,IDENTIFIANT,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://opc4.kb.nl/PPN?PPN=069021724
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,identique à,"Carton de Wiart, Henry",IDENTIFIANT,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2002/07/owl#sameAs,http://id.loc.gov/authorities/names/n90616027
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,identique à,rdf,IDENTIFIANT,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2002/07/owl#sameAs,http://d-nb.info/gnd/123556082/about/rdf
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,identique à,"idref Carton de Wiart, Henry (1869-1951)",IDENTIFIANT,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2002/07/owl#sameAs,http://www.idref.fr/028885449/id
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,identique à,09d56l,IDENTIFIANT,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2002/07/owl#sameAs,http://freebase.com//m/09d56l
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,identique à,Henry Carton de Wiart,IDENTIFIANT,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/2002/07/owl#sameAs,http://viaf.org/viaf/24623115
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,alias,Анри Картон де Виар,APPELLATION,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/alias,Анри Картон де Виар
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,né le,1869-1-31,DATES,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/birthDate,1869-1-31
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,né à,Bruxelles,LOCALISATION,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/birthPlace,http://wikidata.dbpedia.org/resource/Q9005
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,citoyen de,Belgique,LOCALISATION,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/citizenship,http://wikidata.dbpedia.org/resource/Q31
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,date de décès,1951-5-6,DATES,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/deathDate,1951-5-6
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,lieu de décès,Uccle,LOCALISATION,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/deathPlace,http://wikidata.dbpedia.org/resource/Q203312
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,occupation,personnalité politique,PROFESSION,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/occupation,http://wikidata.dbpedia.org/resource/Q82955
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,parti,Parti catholique,AFFILIATION,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/party,http://wikidata.dbpedia.org/resource/Q792293
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,image,Henri_Carton_de_Wiart.jpg?width=300,METADONNEES,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/thumbnail,http://commons.wikimedia.org/wiki/Special:FilePath/Henri_Carton_de_Wiart.jpg?width=300
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,image,Henri_Carton_de_Wiart.jpg,METADONNEES,,http://wikidata.dbpedia.org/resource/Q14990,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Henri_Carton_de_Wiart.jpg
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,métadonnées administratives,Henry Carton de Wiart,METADONNEES,,http://wikidata.dbpedia.org/resource/Q14990,http://www.w3.org/ns/prov#wasDerivedFrom,http://www.wikidata.org/wiki/Q14990?oldid=304902244
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,description,belgisk politiker,DESCRIPTION,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/description,belgisk politiker
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,description,écrivain et homme politique belge,DESCRIPTION,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/description,écrivain et homme politique belge
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,description,escritor y político belga,DESCRIPTION,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/description,escritor y político belga
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,description,Belgisch politicus,DESCRIPTION,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/description,Belgisch politicus
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,description,سیاست‌مدار بلژیکی,DESCRIPTION,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/description,سیاست‌مدار بلژیکی
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,description,politico belga,DESCRIPTION,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/description,politico belga
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,description,belgischer Politiker und Premierminister,DESCRIPTION,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/description,belgischer Politiker und Premierminister
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,description,Belgian former prime minister,DESCRIPTION,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/description,Belgian former prime minister
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,métadonnées administratives,304902244,METADONNEES,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/wikiPageRevisionID,304902244
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Henry Carton de Wiart,métadonnées administratives,17205,METADONNEES,,http://wikidata.dbpedia.org/resource/Q14990,http://dbpedia.org/ontology/wikiPageID,17205
wikidata_dbpedia,http://wikidata.dbpedia.org/page/Q14990,Durendal,fondé par,Henry Carton de Wiart,PRODUCTION,,http://wikidata.dbpedia.org/resource/Q20962331,http://dbpedia.org/ontology/foundedBy,http://wikidata.dbpedia.org/resource/Q14990
yago,http://yago-knowledge.org/resource/Henri_Carton_de_Wiart,Henri_Carton_de_Wiart,est un,Thing,CATEGORISATION,,http://yago-knowledge.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Thing
yago,http://yago-knowledge.org/resource/Henri_Carton_de_Wiart,Henri_Carton_de_Wiart,est un,wikicat_Walloon_people,CATEGORISATION,,http://yago-knowledge.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://yago-knowledge.org/resource/wikicat_Walloon_people
yago,http://yago-knowledge.org/resource/Henri_Carton_de_Wiart,Henri_Carton_de_Wiart,est un,wordnet_officeholder_110371450,CATEGORISATION,,http://yago-knowledge.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://yago-knowledge.org/resource/wordnet_officeholder_110371450
yago,http://yago-knowledge.org/resource/Henri_Carton_de_Wiart,Henri_Carton_de_Wiart,est un,wordnet_worker_109632518,CATEGORISATION,,http://yago-knowledge.org/resource/Henri_Carton_de_Wiart,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://yago-knowledge.org/resource/wordnet_worker_109632518
