"s","p","o"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Regering-de_Broqueville_I"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/11_augustus"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/16_augustus"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/16_december"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/17_december"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/1869"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/18_juni"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/1911"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/1918"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/1920"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/1921"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/1932"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/1934"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/1949"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/1950"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/1951"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/20_november"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/21_november"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/31_januari"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/6_mei"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/8_juni"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Achiel_Van_Acker"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Advocaat_(beroep)"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Albert_I_van_België"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/België"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Brussel_(stad)"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Categorie:Belgisch_minister_van_Binnenlandse_Zaken"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Categorie:Belgisch_minister_van_Justitie"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Categorie:Belgisch_minister_van_Sociale_Voorzorg"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Categorie:Belgisch_minister_van_Staat"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Categorie:Belgisch_volksvertegenwoordiger"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Categorie:Belgische_adel"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Categorie:Premier_van_België"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Centre_démocrate_humaniste"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Christendemocratie"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Emile_Vandervelde"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Grondwet"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Jean_Duvieusart"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Lijst_van_premiers_van_België"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Politicus"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Tweede_Wereldoorlog"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Ukkel"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Nationale_Unie_(België)"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Volksvertegenwoordiger"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/André_Dequae"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Edmond_Rubbens"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Hendrik_Heyman"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Henri_Jaspar"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Jules_Renkin"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Lijst_van_Belgische_ministers_van_Arbeid_en_Sociale_Voorzorg"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Lijst_van_Belgische_ministers_van_Binnenlandse_Zaken"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Lijst_van_Belgische_ministers_van_Justitie"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Lijst_van_Belgische_ministers_van_Ravitaillering_en_Wederopbouw"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Ludovic_Moyersoen"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Léon_Delacroix"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Léon_de_Lantsheere"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Michel_Levie"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Regering-Carton_de_Wiart"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Regering-Cooreman"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Regering-G._Eyskens_I"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/De_Juwelen_van_Gaga-Pan"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Albert_Lilar"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Fédération_des_Cercles_catholiques_et_des_Associations_conservatrices"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Georges_Theunis"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Nero_(strip)"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Paul_Berryer"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Paul_De_Groote"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Arrondissement_Brussel"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Premier_(België)"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Belgische_verkiezingen_1896"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Regering-Duvieusart_I"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Regering-de_Broqueville_II"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Frankrijk"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Bestand:Weekblad_Pallieter_-_voorpagina_1924_16_minister_carton.jpg"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageWikiLink","http://nl.dbpedia.org/resource/Bestand:Flag_of_Belgium.svg"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageExternalLink","http://webcache.googleusercontent.com/search?q=cache:VKSCLTiDbvQJ:www.arllfb.be/composition/membres/cartondewiart.html+%22Henry+Carton+de+Wiart%22&cd=5&hl=fr&ct=clnk&gl=be&lr=lang_af%7Clang_de%7Clang_en%7Clang_es%7Clang_it%7Clang_nl%7Clang_fr"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/wikiPageExternalLink","http://www.ars-moriendi.be/CARTON_DE_WIART_H_FR.HTM"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://xmlns.com/foaf/0.1/name","Henri Carton de Wiart"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://xmlns.com/foaf/0.1/isPrimaryTopicOf","http://nl.wikipedia.org/wiki/Henri_Carton_de_Wiart"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/abstract","Henri Victor Marie Ghislain graaf Carton de Wiart (Brussel, 31 januari 1869 – Ukkel, 6 mei 1951) was een Belgische politicus. Hij was Eerste Minister van 1920 tot 1921."
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/wikiPageUsesTemplate","http://nl.dbpedia.org/resource/Sjabloon:Infobox_federaal_minister_België"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/wikiPageUsesTemplate","http://nl.dbpedia.org/resource/Sjabloon:BE"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/wikiPageUsesTemplate","http://nl.dbpedia.org/resource/Sjabloon:EindOpvolging"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/wikiPageUsesTemplate","http://nl.dbpedia.org/resource/Sjabloon:GB"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/wikiPageUsesTemplate","http://nl.dbpedia.org/resource/Sjabloon:MC"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/wikiPageUsesTemplate","http://nl.dbpedia.org/resource/Sjabloon:OpvolgingCombi"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/wikiPageUsesTemplate","http://nl.dbpedia.org/resource/Sjabloon:StartOpvolging"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/wikiPageUsesTemplate","http://nl.dbpedia.org/resource/Sjabloon:VA"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/monarch","http://nl.dbpedia.org/resource/Albert_I_van_België"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/thumbnail","http://commons.wikimedia.org/wiki/Special:FilePath/Henri_Carton_de_Wiart.jpg?width=300"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://xmlns.com/foaf/0.1/depiction","http://commons.wikimedia.org/wiki/Special:FilePath/Henri_Carton_de_Wiart.jpg"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://dbpedia.org/ontology/country","http://nl.dbpedia.org/resource/België"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/afbeelding","Henri Carton de Wiart.jpg"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/eindPeriode",1918-11-21
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/eindPeriode",1921-11-20
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/eindPeriode",1921-12-16
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/eindPeriode",1934-11-20
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/eindPeriode",1950-06-08
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/eindPeriode",1950-08-16
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/geboren","--01-31"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/lijst",1911
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/lijst",1920
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/lijst",1932
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/lijst",1949
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/lijst",1950
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/lijst","http://nl.dbpedia.org/resource/Lijst_van_premiers_van_België"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/lijst","http://nl.dbpedia.org/resource/Lijst_van_Belgische_ministers_van_Arbeid_en_Sociale_Voorzorg"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/lijst","http://nl.dbpedia.org/resource/Lijst_van_Belgische_ministers_van_Binnenlandse_Zaken"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/lijst","http://nl.dbpedia.org/resource/Lijst_van_Belgische_ministers_van_Justitie"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/lijst","http://nl.dbpedia.org/resource/Lijst_van_Belgische_ministers_van_Ravitaillering_en_Wederopbouw"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/monarch","http://nl.dbpedia.org/resource/Albert_I_van_België"
"http://nl.dbpedia.org/resource/Henri_Carton_de_Wiart","http://nl.dbpedia.org/property/naam","Henri Carton de Wiart"
