"s","p","o"
"http://wikidata.dbpedia.org/resource/Q14990","http://dbpedia.org/ontology/description","écrivain et homme politique belge"
"http://wikidata.dbpedia.org/resource/Q14990","http://dbpedia.org/ontology/description","escritor y político belga"
"http://wikidata.dbpedia.org/resource/Q14990","http://dbpedia.org/ontology/description","Belgisch politicus"
"http://wikidata.dbpedia.org/resource/Q14990","http://dbpedia.org/ontology/description","سیاست‌مدار بلژیکی"
"http://wikidata.dbpedia.org/resource/Q14990","http://dbpedia.org/ontology/description","politico belga"
"http://wikidata.dbpedia.org/resource/Q14990","http://dbpedia.org/ontology/description","belgischer Politiker und Premierminister"
"http://wikidata.dbpedia.org/resource/Q14990","http://dbpedia.org/ontology/description","Belgian former prime minister"
"http://wikidata.dbpedia.org/resource/Q14990","http://dbpedia.org/ontology/wikiPageRevisionID",304902244
"http://wikidata.dbpedia.org/resource/Q14990","http://dbpedia.org/ontology/wikiPageID",17205
"http://wikidata.dbpedia.org/resource/Q20962331","http://dbpedia.org/ontology/foundedBy","http://wikidata.dbpedia.org/resource/Q14990"
